﻿﻿﻿Test Case ID,User Query,Category,Expected Intent,Predicted Intent,Extracted Entities,Search Strategy,Expected Result (ID),Actual Result (ID),Evaluation,Intent Processing Time (ms),Backend Processing Time (ms),Total Response Time (ms),Run_Status
TC_112,nghe bai hat mua phi truong,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,song_title=mua phi truong,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,00g9pgNWzVk2j45o8SDJQu,00g9pgNWzVk2j45o8SDJQu,PASS,44.13,1300.71,1346.5,
TC_113,tìm bài từ 1 sẽ thành 2 của kai đinh,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=từ 1 sẽ thành 2; artist=Kai Đinh,Level 1: SQL Exact,02BHlLrO9jmkdCkP9V7722,02BHlLrO9jmkdCkP9V7722,PASS,29.46,1052.06,1083.28,
TC_114,mở bài chill ý em của liu grace,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=chill ý em; artist=Liu Grace,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,01SsKnzCc3hmJus8w70NhQ,01SsKnzCc3hmJus8w70NhQ,PASS,6.23,1514.75,1522.61,
TC_115,bài hát âm thầm vàng seachain,Happy Path,SEARCH_TRACK,SEARCH_TRACK,song_title=âm thầm vàng seachain,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,02El5WezsW88jBzMOte6EM,02El5WezsW88jBzMOte6EM,PASS,2.81,1348.37,1352.66,
TC_116,hoa bang lang bao anh,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,song_title=hoa bang lang bao anh,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,02fA8uMVTpFtcHO2y7MH5J,02fA8uMVTpFtcHO2y7MH5J,PASS,1.39,1594.09,1597.26,
TC_117,tìm bài the chosen one puppy,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=the chosen one puppy,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,01xdSF7Ih0miCqPLhVipOE,01xdSF7Ih0miCqPLhVipOE,PASS,1.0,1547.06,1549.52,
TC_118,bật bài liệu anh có thể yêu em khắc việt,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=liệu anh có thể yêu em khắc việt,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,02NkFtyzVNT3ZYAjCmVpby,02NkFtyzVNT3ZYAjCmVpby,PASS,1.22,1554.96,1557.9,
TC_119,Tìm bài Một Người Đánh Mất Một Người của Sơn Tùng,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=một người đánh mất một người; artist=Sơn Tùng M-TP,Level 1: SQL Exact -> Level 1.5: Numeric Mapping -> Level 2: Fuzzy String Matching -> Level 2: Attribute Fallback,00be0bf1yiRaJB8PMXG9uj,00be0bf1yiRaJB8PMXG9uj,PASS,44.18,1449.6,1496.33,
TC_120,Mở bài Tạm Bợ của Bảo Anh,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=tạm bợ; artist=Bảo Anh,Level 1: SQL Exact -> Level 2: Fuzzy String Matching -> Level 2: Attribute Fallback,00dggIDSzu0KPsK07wAGtZ,00dggIDSzu0KPsK07wAGtZ,PASS,8.89,1164.19,1174.8,
TC_121,Bật bài Cảm Giác Lúc Ấy Sẽ Ra Sao,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=cảm giác lúc ấy sẽ ra sao,Level 1: SQL Exact,02fKj4He0UVECRfYkIT4EJ,02fKj4He0UVECRfYkIT4EJ,PASS,2.02,1017.76,1023.34,
TC_122,Tìm bài Mười Năm Tình Cũ,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=mười năm tình cũ,Level 1: SQL Exact,02Pj9HKgsgbrn9MXx1lAoc,02Pj9HKgsgbrn9MXx1lAoc,PASS,1.13,941.01,943.62,
TC_123,Mở bài hát Chúng Ta Còn Ở Đó Không nhạc phim Bộ Tứ Báo Thủ,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=chúng ta còn ở đó không,Level 1: SQL Exact,015cWxefajYwEUZodBvpfn,015cWxefajYwEUZodBvpfn,PASS,45.76,1069.11,1116.32,
TC_124,tìm bài mười k năm của Lemese,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,song_title=mười k năm; artist=Lemese,Level 1: SQL Exact -> Level 1.5: Numeric Mapping,176iNjQ1SWH7JlYscCD6BH,176iNjQ1SWH7JlYscCD6BH,PASS,7.32,1211.96,1224.03,
TC_125,Bật bài Dạ Vũ Tăng Duy Tân,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=dạ vũ tăng duy tân,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,1jtrGtWxnZUeKtSN4Xxh1e,1jtrGtWxnZUeKtSN4Xxh1e,PASS,3.26,1573.0,1577.69,
TC_126,Tìm bài hát Tâm Ý Một Phần Hai,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=tâm ý một phần hai,Level 1: SQL Exact -> Level 1.5: Numeric Mapping,02I5wwXo8md8no5g1deUiz,02I5wwXo8md8no5g1deUiz,PASS,2.72,1167.72,1171.93,
TC_127,nghe bài hát buồn làm chi em ơi của hoài lâm,Happy Path,SEARCH_TRACK,SEARCH_TRACK,song_title=buồn làm chi em ơi; artist=Hoài Lâm,Level 1: SQL Exact,24kwZyv96w9wE10XjbLFwh,24kwZyv96w9wE10XjbLFwh,PASS,5.3,895.57,902.36,
TC_128,Mở bài hát nhạc chẳng giống giáng sinh của Lu,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,song_title=chẳng giống giáng sinh; artist=Lu,Level 1: SQL Exact,015GG73Q1VmvLAiPIF1w8O,015GG73Q1VmvLAiPIF1w8O,PASS,1.87,1015.63,1019.06,
TC_129,bong bong bang bangg,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,song_title=bong bong bang bangg,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,003iEoAGOlKmq0BgygQzjZ,003iEoAGOlKmq0BgygQzjZ,PASS,10.72,3307.08,3328.07,
TC_130,"tim bai bong bong bang bang""",Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,song_title=bong bong bang bang,Level 1: SQL Exact -> Level 2: Fuzzy String Matching,003iEoAGOlKmq0BgygQzjZ,003iEoAGOlKmq0BgygQzjZ,PASS,3.78,1495.66,1504.85,
TC_131,Tìm bài có câu lên ăn cơm vàng cơm bạc nhà ta,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=lên ăn cơm vàng cơm bạc nhà ta,Level 1: Title Match -> Level 2: Fuzzy Trigram,003iEoAGOlKmq0BgygQzjZ,003iEoAGOlKmq0BgygQzjZ,PASS,5.45,16853.49,16873.49,
TC_132,Bài có lời notification trên insta,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=notification trên insta,Level 1: Title Match -> Level 2: Fuzzy Trigram,08Hvl1OJalM7dG6mf6jpx6,08Hvl1OJalM7dG6mf6jpx6,PASS,0.16,984.69,1003.89,
TC_133,Lời bài hát cứ tan vào những êm đềm tối nay,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=cứ tan vào những êm đềm tối nay,Level 1: Title Match -> Level 2: Fuzzy Trigram,014da3bdnmd3ki5pbogh7c,014da3bdnmd3ki5pbogh7c,PASS,0.15,3678.62,3681.62,
TC_134,Tìm ca khúc có đoạn sao đêm nay mình không chớp thời cơ,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=sao đêm nay mình không chớp thời cơ,Level 1: Title Match -> Level 2: Fuzzy Trigram,0957NnFGigNAVOF8Am2Whl,0957NnFGigNAVOF8Am2Whl,PASS,2.17,5167.26,5171.69,
TC_135,Có bài có câu mà giọt buồn hoài vương trên môi mặn đắng,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=mà giọt buồn hoài vương trên môi mặn đắng,Level 1: Title Match -> Level 2: Fuzzy Trigram,5y3m3UvJRHDPCqO2SBq98f,5y3m3UvJRHDPCqO2SBq98f,PASS,0.18,2478.92,2481.3,
TC_136,Tìm đoạn lyrics chờ ngày mưa thôi rơi mang nỗi sầu lìa xa tầm với,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=lyrics chờ ngày mưa thôi rơi mang nỗi sầu lìa xa tầm với,Level 1: Title Match -> Level 2: Fuzzy Trigram,24kwZyv96w9wE10XjbLFwh,24kwZyv96w9wE10XjbLFwh,PASS,0.2,2403.42,2405.98,
TC_137,Tìm bài có câu chẳng một ai có thể cản đường trái tim,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=chẳng một ai có thể cản đường trái tim,Level 1: Title Match -> Level 2: Fuzzy Trigram,00dMFkFoKGYfOFDlVK5wec,00dMFkFoKGYfOFDlVK5wec,PASS,0.16,4319.89,4323.79,
TC_138,Bài hát có đoạn mới lao vào như thiêu thân đôi môi em là ngọn lửa,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=mới lao vào như thiêu thân đôi môi em là ngọn lửa,Level 1: Title Match -> Level 2: Fuzzy Trigram,09YuacyyW9Z6QvTbOfAHUk,09YuacyyW9Z6QvTbOfAHUk,PASS,0.17,3920.93,3923.18,
TC_139,tim bai co cau len an com vang com bac nha ta,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=len an com vang com bac nha ta,Level 1: Title Match -> Level 2: Fuzzy Trigram -> Level 3: Substring Chunking,003iEoAGOlKmq0BgygQzjZ,Không tìm thấy,FAIL,0.16,8059.45,8061.67,
TC_140,bai co loi cu tan vao nhung em dem toi nay,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=cu tan vao nhung em dem toi nay,Level 1: Title Match -> Level 2: Fuzzy Trigram -> Level 3: Substring Chunking,014da3bdnmd3ki5pbogh7c,Không tìm thấy,FAIL,0.16,6334.61,6337.17,
TC_141,tìm bài lyrics louis vuiton bước lên thiên đường,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=louis vuiton bước lên thiên đường,Level 1: Title Match -> Level 2: Fuzzy Trigram,01xdSF7Ih0miCqPLhVipOE,01xdSF7Ih0miCqPLhVipOE,PASS,0.17,1961.33,1963.3,
TC_142,tìm bài có chữ mây cũng thôi không xanh rồi,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=mây cũng thôi không xanh rồi,Level 1: Title Match -> Level 2: Fuzzy Trigram,00be0bf1yiRaJB8PMXG9uj,00be0bf1yiRaJB8PMXG9uj,PASS,0.22,4833.84,4836.05,
TC_143,lời bài hát anh nói em còn bên anh thì anh xao cũn được,Noise & Robustness,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=anh nói em còn bên anh thì anh xao cũn được,Level 1: Title Match -> Level 2: Fuzzy Trigram -> Level 3: Substring Chunking,00dxxxvhRedffBoxOqJZET,00dxxxvhRedffBoxOqJZET,PASS,0.59,12696.52,12712.17,
TC_144,tìm bài có câu 1 người đánh mất 1 người mất nụ cười nên giờ mất trí,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=1 người đánh mất 1 người mất nụ cười nên giờ mất trí,Level 1: Title Match -> Level 2: Fuzzy Trigram,00be0bf1yiRaJB8PMXG9uj,00be0bf1yiRaJB8PMXG9uj,PASS,0.27,4441.98,4444.16,
TC_145,bài có đoạn yêu em rất nhiều,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=yêu em rất nhiều,Level 1: Title Match -> Level 2: Fuzzy Trigram,0sVd1ZavOfbqd5AHspc1Tr,0sVd1ZavOfbqd5AHspc1Tr,PASS,0.13,4098.32,4100.21,
TC_146,tìm bài có lời babi em phải đi òi,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=babi em phải đi òi,Level 1: Title Match -> Level 2: Fuzzy Trigram,01xdSF7Ih0miCqPLhVipOE,01xdSF7Ih0miCqPLhVipOE,PASS,0.19,2797.22,2813.85,
TC_147,tìm bài nhạc buồn có câu mà có lẽ không như đèn mờ em trông,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=mà có lẽ không như đèn mờ em trông; artist=có câu mà có lẽ không như đèn mờ em trông,Level 1: Title Match -> Level 2: Fuzzy Trigram,01ocuZjvCpa8kj5u00DhCJ,01ocuZjvCpa8kj5u00DhCJ,PASS,0.33,4901.51,4904.51,
TC_148,bài hát của sơn tùng có đoạn lạc trôi giữa đời,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=lạc trôi giữa đời; artist=sơn tùng,Level 1: Title Match -> Level 2: Fuzzy Trigram,0XaY8eVU9eZO4OdIV6agx1,0XaY8eVU9eZO4OdIV6agx1,PASS,0.26,3754.19,3757.92,
TC_149,gợi ý nhạc chill có lời một giây cũng chẳng thể xa nhau mà,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=một giây cũng chẳng thể xa nhau mà; artist=có lời một giây cũng chẳng thể xa,Level 1: Title Match -> Level 2: Fuzzy Trigram,015cWxefajYwEUZodBvpfn,015cWxefajYwEUZodBvpfn,PASS,0.3,4563.36,4568.65,
TC_150,tìm bài có lời chẳng cần bận tâm hay nghĩ suy,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=chẳng cần bận tâm hay nghĩ suy,Level 1: Title Match -> Level 2: Fuzzy Trigram,014da3bdnmd3ki5pbogh7c,014da3bdnmd3ki5pbogh7c,PASS,0.49,4420.74,4425.42,
TC_151,bài hát có đoạn chẳng giống giáng sinh,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=chẳng giống giáng sinh,Level 1: Title Match -> Level 2: Fuzzy Trigram,015GG73Q1VmvLAiPIF1w8O,015GG73Q1VmvLAiPIF1w8O,PASS,0.29,2492.96,2495.69,
TC_152,tìm bài có câu tôi thức dậy em ngủ say của tùng,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=tôi thức dậy em ngủ say; artist=tùng,Level 1: Title Match -> Level 2: Fuzzy Trigram,01UnQLScCNeX99GAKlajZM,01UnQLScCNeX99GAKlajZM,PASS,0.15,2923.99,2926.89,
TC_153,tìm đoạn nhạc buồn làm chi em ơi của hoài lâm,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=buồn làm chi em ơi; artist=hoài lâm,Level 1: Title Match -> Level 2: Fuzzy Trigram,24kwZyv96w9wE10XjbLFwh,24kwZyv96w9wE10XjbLFwh,PASS,0.15,4948.89,4950.65,
TC_154,câu hát thà cô đơn còn hơn,Happy Path,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=thà cô đơn còn hơn,Level 1: Title Match -> Level 2: Fuzzy Trigram,0YGcmJQhtFkoz7DdeZblDd,0YGcmJQhtFkoz7DdeZblDd,PASS,0.2,3125.89,3128.89,
TC_155,tìm lời bài hát có tham lam không khi anh,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=tham lam không khi anh,Level 1: Title Match -> Level 2: Fuzzy Trigram,0669gFIK8dYK9GGQ0K0QNF,0669gFIK8dYK9GGQ0K0QNF,PASS,0.23,5177.12,5181.9,
TC_156,tìm lời bài hát em dạo này có còn ăn ở quán quen,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=em dạo này có còn ăn ở quán quen,Level 1: Title Match -> Level 2: Fuzzy Trigram -> Level 3: Substring Chunking,3r0ITWT6gqPHhVjwRsMu5d,3r0ITWT6gqPHhVjwRsMu5d,PASS,0.24,7849.57,7852.98,
TC_157,tìm lời và em chẳng thấy đau khi mắt anh rơi lệ,Edge Cases,SEARCH_TRACK,SEARCH_TRACK,lyric_snippet=và em chẳng thấy đau khi mắt anh rơi lệ,Level 1: Title Match -> Level 2: Fuzzy Trigram,2gP1CDcPJ8hJTwFGEpnRgw,2gP1CDcPJ8hJTwFGEpnRgw,PASS,0.18,5727.79,5730.03,
TC_158,gợi ý cho tôi playlist của phùng khánh linh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Phùng Khánh Linh,Level 1: SQL Artist ILIKE,0t8g66pWghsU8MphjUQIdg,0t8g66pWghsU8MphjUQIdg,PASS,3.63,2032.14,2038.05,
TC_159,gợi ý cho tôi playlist của son tug,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Sơn Tùng M-TP,Level 1: SQL Artist ILIKE,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,123.48,1440.57,1567.23,
TC_160,gợi ý cho tôi playlist của sontung,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Sơn Tùng M-TP,Level 1: SQL Artist ILIKE,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,60.05,763.55,827.19,
TC_161,gợi ý cho tôi playlist của bích phương,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Bích Phương,Level 1: SQL Artist ILIKE,0XBecTa1OyEoZ3XKqXopY8,0XBecTa1OyEoZ3XKqXopY8,PASS,6.81,1485.24,1493.94,
TC_162,bật nhạc của sơm tùng mtp đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Sơn Tùng M-TP,Level 1: SQL Artist ILIKE,2wZAvkgiOE5tyrnqhB69KA,2wZAvkgiOE5tyrnqhB69KA,PASS,64.2,773.25,839.74,
TC_163,nghe nhạc của phungkhanhlinh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Phùng Khánh Linh,Level 1: SQL Artist ILIKE,6GPcbZOX4h9MWert6xWpYw,6GPcbZOX4h9MWert6xWpYw,PASS,54.07,874.31,931.34,
TC_164,mở playlist của chị đẹp mỹ linh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Mỹ Linh,Level 1: SQL Artist ILIKE,7fTSibEM9ysT6px7SfasDo,7fTSibEM9ysT6px7SfasDo,PASS,8.35,990.35,1001.18,
TC_165,phát nhạc của tlinh đỉnh đỉnh đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=tlinh,Level 1: SQL Artist ILIKE,5ouxRyInSdRBQubu3KTd97,5ouxRyInSdRBQubu3KTd97,PASS,8.42,1163.48,1173.99,
TC_166,cho nghe nhạc của ho ngoc ha official,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Hồ Ngọc Hà,Level 1: SQL Artist ILIKE,64qXPpH0c7GkJOQcUj79Ia,64qXPpH0c7GkJOQcUj79Ia,PASS,8.4,1237.44,1247.48,
TC_167,tìm bài của hà anh tuấn hát live,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Hà Anh Tuấn,Level 1: SQL Artist ILIKE,53zusvCJkyGYjEZ6bnLIjh,53zusvCJkyGYjEZ6bnLIjh,PASS,10.33,1355.25,1367.45,
TC_168,bật list nhạc của đuc phuc dạo này xem sao,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Đức Phúc,Level 1: SQL Artist ILIKE,3rtMytBKFkyD0HygMUl727,3rtMytBKFkyD0HygMUl727,PASS,13.84,1181.37,1197.93,
TC_169,nghe bài của a mee bản mp3 đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=AMEE,Level 1: SQL Artist ILIKE,5tdz7T4hTxA1ipJMBe24uX,5tdz7T4hTxA1ipJMBe24uX,PASS,66.86,1355.2,1423.78,
TC_170,tìm nhạc của vú,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Vũ.,Level 1: SQL Artist ILIKE,41DlPJXKTCypXdf2eSqa03,41DlPJXKTCypXdf2eSqa03,PASS,7.69,1386.83,1396.19,
TC_171,phát nhạc của jack j97,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Jack - J97,Level 1: SQL Artist ILIKE,0xYDRiqV2eA4LSFwi6IktS,0xYDRiqV2eA4LSFwi6IktS,PASS,44.2,1197.22,1243.97,
TC_172,tìm nhạc của vú.,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Vũ.,Level 1: SQL Artist ILIKE,41DlPJXKTCypXdf2eSqa03,41DlPJXKTCypXdf2eSqa03,PASS,9.04,762.28,773.23,
TC_173,mở bài của tùng,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=Tùng,Level 1: SQL Artist ILIKE,6wvOfBj1mdlebpuVihkVhL,6wvOfBj1mdlebpuVihkVhL,PASS,3.95,1163.37,1174.94,
TC_174,tìm nhạc của s.t sơn thạch,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=S.T Sơn Thạch,Level 1: SQL Artist ILIKE,2SNAqdycHxcEg3QAvxIZ5I,2SNAqdycHxcEg3QAvxIZ5I,PASS,3.98,1139.48,1151.58,
TC_175,mở playlist của b ray cực gắt,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,artist=B Ray,Level 1: SQL Artist ILIKE,6Zoi4ue74UdUeYmHXItXnf,6Zoi4ue74UdUeYmHXItXnf,PASS,26.68,1990.77,2023.55,
TC_176,Mở nhạc vui vẻ yêu đời đi,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=vui,Level 1: Mood Mapping,0wvpRHXXuImyrccNEPAXBo,0wvpRHXXuImyrccNEPAXBo,PASS,20.72,1817.18,1844.0,
TC_177,Nghe nhạc buồn suy,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,36.84,1353.95,1398.42,
TC_178,Gợi ý những bài hát buồn sâu lắng,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,6.53,741.38,750.33,
TC_179,Nhac bung no soi dong,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quẩy,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,1.1,752.98,756.02,
TC_180,Nghe nhạc nhẹ nhàng bình yên,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=chill,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,26.82,1196.97,1227.66,
TC_181,Có bài nào kịch tính không,Variation & Paraphrasing,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=kich tinh,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,6.75,1177.18,1186.87,
TC_182,Tìm nhạc tươi mới,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=tuoi moi,Level 1: Mood Mapping,29Tj2R8sZZ3fzlXZVe1OyY,29Tj2R8sZZ3fzlXZVe1OyY,PASS,31.9,1265.87,1300.04,
TC_183,Nhạc quẩy cực mạnh,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quay,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,17.44,767.2,789.01,
TC_184,Bật nhạc chữa lành tâm hồn,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=chill,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,28.17,778.87,809.01,
TC_185,Playlist nhạc da diết,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=da diết,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,50.43,775.05,841.4,
TC_186,Nhạc xả stress cuối tuần,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=stress,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,18.95,840.76,861.45,
TC_187,Đang thất tình muốn khóc một trận,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"mood=thất tình, buồn",Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,6.79,1179.27,1187.93,
TC_188,Playlist nào hợp để tập gym,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=gym,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,44.69,831.36,878.13,
TC_189,goi y nhac chill di,Noise & Robustness,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=chill,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,48.25,738.96,788.72,
TC_190,Cần bài hát an ủi tôi lúc này,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=chill,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,7.55,988.17,997.99,
TC_191,Nhạc nào nghe để có động lực làm việc,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=vui,Level 1: Mood Mapping,0wvpRHXXuImyrccNEPAXBo,0wvpRHXXuImyrccNEPAXBo,PASS,47.66,811.66,861.44,
TC_192,Nghe nhạc sung tung nóc nhà,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quẩy,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,17.21,788.26,807.44,
TC_193,Nghe nhạc ru ngủ dễ đi vào giấc mộng,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=chill,Level 1: Mood Mapping,4nXrVH5xwN1w6TpmP7uu8n,4nXrVH5xwN1w6TpmP7uu8n,PASS,59.1,768.5,829.14,
TC_194,Nhạc dằn vặt nội tâm,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,50.12,716.26,768.43,
TC_195,Nghe nhạc xập xình,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=quẩy,Level 1: Mood Mapping,4yy21UkGZ7gZEGbSERllpE,4yy21UkGZ7gZEGbSERllpE,PASS,20.16,771.39,793.29,
TC_196,Mở nhạc não nề,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=buồn,Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,19.5,784.63,805.72,
TC_197,Nhạc buồn da diết,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"mood=buồn, da diết",Level 1: Mood Mapping,1ApIGNgp1azc0qB61x4GzG,1ApIGNgp1azc0qB61x4GzG,PASS,30.31,1454.16,1492.39,
TC_198,Nhạc vui bình yên chữa lành về tình yêu,Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,"mood=vui, chill, tình yêu",Level 1: Mood Mapping,0wvpRHXXuImyrccNEPAXBo,0wvpRHXXuImyrccNEPAXBo,PASS,38.55,1481.52,1521.66,
TC_199,"Đừng mở nhạc buồn nữa, bật bài nào vui vui lên",Happy Path,DISCOVER_MUSIC,DISCOVER_MUSIC,mood=vui,Level 1: Mood Mapping,0wvpRHXXuImyrccNEPAXBo,0wvpRHXXuImyrccNEPAXBo,PASS,5335.65,995.8,6333.64,
