file_name,sentiment,sentiment_score,sentiment_confidence,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyric,track_id
em chỉ sợ ngày mai.mp3,positive,0.2806,0.2179,281.0,0.3203,100.0,63.0,25.0,"Khi anh buông những câu nặng lời
Em cũng buồn,
cũng đau lắm anh ơi
Người con gái bao nhiêu năm trắng đôi thay lòng
Chỉ mong được bình yên bên anh thôi
Từ khi em biết anh thầm thương cô ta
Rồi về trao em những nụ hôn dối trá
Như chỉ sẽ giật lòng rời xa
Mà sao trái tim em lại bỏ quên
Em chỉ sợ ngày mai khi anh đi rồi
Ai sẽ nắm tay em đi qua ngày sớm bão
Em sợ lắm, thật sự em rất sợ
Những đêm dài tình giấc dễ chòn của anh
Giờ thì còn đâu nữa những chiều mưa đón đợi
Đôi bàn tay em ruột,
ôm đôi vai xôi bời
Những kí ức ngọt ngào
từng làm em vui Nhưng hôm nay sẽ đán tim em rồi
Từ khi em biết anh thầm thương cô ta
Rồi về trao em những nụ hôn dối trá
Như chỉ sẽ giật lòng rời xa Mà sao trái tim em lại bỏ quên
Em chỉ sợ ngày mai khi anh đi rồi
Ai sẽ nắm tay em đi qua ngày sớm bão
Em sợ lắm,
thật sự em rất sợ Những đêm dài tình giấc dễ chòn của anh
Giờ thì còn đâu nữa những chiều mưa đón đợi
Đôi bàn tay em ruột, ôm đôi vai xôi bời
Những kí ức ngọt ngào từng làm em vui
Nhưng hôm nay sẽ đán tim em rồi
Em chỉ sợ ngày mai khi anh đi rồi
Ai sẽ nắm tay em đi qua ngày sớm bão
Em sợ lắm, thật sự em rất sợ
Những đêm dài tình giấc dễ chòn của anh
Giờ thì còn đâu nữa những chiều mưa đón đợi
Đôi bàn tay em ruột, ôm đôi vai xôi bời
Những kí ức ngọt ngào từng làm em vui
Nhưng hôm nay sẽ đán tim em rồi",5HwhXGpBA93SxsfaCCm1uv
Trái đất ôm Mặt trời.mp3,positive,0.2353,0.2663,324.0,0.429,108.0,90.0,20.0,"[Chorus]
Anh cứ ôm bao hi vọng nhìn về phía em 
Dù nơi chúng ta là ngày với đêm
Tình yêu ấy vô vọng như nỗi nhớ dịu êm
Trái đất nhìn về Mặt trời

Trái tim anh cũng như mọi vì tinh tú
Cứ thế xoay mãi theo vũ trụ 
Đuổi theo ánh sáng của Mặt trời
mà cứ xa vời suốt đời

[Verse 1]
Cho anh được biết vì sao giam bí mật của em
Nơi em sẽ đến mỗi khi nỗi cô đơn hiện lên 
Bài hát mà em muốn nghe để thấy được vỗ về 
Bài hát sẽ ôm em ôm em ôm em ôm em 

Ý nghĩa của những ngôi sao lấp lánh trên cao em biết không 
Ý nghĩa của trái tim anh đang đập từng giây em hiểu không
Tình yêu mà anh dành cho em 
Tình yêu mà không cần gọi tên 
Aishiteru
Aishiteru

[Chorus]
Anh cứ ôm bao hi vọng nhìn về phía em 
Dù nơi chúng ta là ngày với đêm
Tình yêu ấy vô vọng như nỗi nhớ dịu êm
Trái đất nhìn về Mặt trời

Trái tim anh cũng như mọi vì tinh tú
Cứ thế xoay mãi theo vũ trụ 
Đuổi theo ánh sáng của Mặt trời
mà cứ xa vời suốt đời

You’re the sun You’re the sun You’re the sun the sun x3

[Verse 2] 
Một điều em chôn giấu, hãy nói anh biết đi 
Để anh giữ làm kho báu, để cho anh đỡ suy
Bài hát em từng yêu, hình bóng từng xiêu lòng
những điều em chờ mong 
và đôi tay em mơ được nắm một đời

Dù là 1000 năm ánh sáng 
Anh vẫn chờ bae, I’m waitin on the phone này
Nếu buồn hơn, I’m asking are you okay
Nếu như không phiền, thì để anh tập bay xuyên thế giới
Ở cạnh người nhìn thời gian trôi

[Chorus]
Anh cứ ôm bao hi vọng nhìn về phía em 
Dù nơi chúng ta là ngày với đêm
Tình yêu ấy vô vọng như nỗi nhớ dịu êm
Trái đất nhìn về Mặt trời

Trái tim anh cũng như mọi vì tinh tú
Cứ thế xoay mãi theo vũ trụ 
Đuổi theo ánh sáng của Mặt trời
mà cứ xa vời suốt đời
",4NTanSVXBkQ2NmDEbr2vLE
Thiên Mệnh.mp3,positive,0.203,0.25,453.0,0.4062,129.0,125.0,26.0,"Anh thường mơ mình sẽ chuyển sinh thành nhân vật chính
Có được thứ mình mong, giấc mơ ở sau màn hình
Nhưng dù trong tiểu thuyết không tên
Thì anh vẫn chẳng thể bên em
 
Thật ra chẳng ai nhớ câu chuyện
Người vô danh kia từng khóc hay cười
Khi mắt không rời nhìn em cùng hạnh phúc mới



Chorus:
Giấc mơ vỡ đôi bầu trời 1 mình hoang vu
Từng tháng năm cuốn trôi cả cuộc đời nghìn tâm tư
Bởi vì tình yêu chẳng thể ép buộc
muốn chẳng có được
Mộng mơ về đêm chỉ tiếp thêm nỗi buồn
Vì từ đầu anh có gì đâu ngoài những niềm đau là thiên mệnh
Anh đã có mọi thứ anh mong nhưng chẳng thể giữ em bên mình
Gió cuốn trái tim hững hờ, mơ thời giờ quẩn quanh
Em chẳng có mong đợi gì, mong chờ gì từ anh
Tiếc chân thành



Rap:
Dù chẳng thể cùng nhau viết tiếp chương hai…
Tương lai khi ta được gặp lại thì chỉ mong cơn mưa ngâu trên đôi mi em biến mất
Khi đôi tim mình lành, chẳng ôm suy tư dồn vào trong bao tiếng nấc
Còn tiếc nuối không? Có ai còn yêu?
Hàng tá nhớ mong đến nay còn nhiêu?
Đã được bù đắp những điều còn thiếu?
Liệu rằng là ý trời?
Dẫu biết rõ bao nguyên do mình dừng lại không phải ý trời… (đã buông xuôi)
Là cách tốt nhất anh có thể làm để mình chẳng nghĩ ngợi nghĩ ngợi
định mệnh chẳng thể di dời di dời
mình cũng đã nói hết lời muốn nói
 
Chorus:
Giấc mơ vỡ đôi bầu trời 1 mình hoang vu
Từng tháng năm cuốn trôi cả cuộc đời nghìn tâm tư
Bởi vì tình yêu chẳng thể ép buộc
muốn chẳng có được
Mộng mơ về đêm chỉ tiếp thêm nỗi buồn
Vì từ đầu anh có gì đâu ngoài những niềm đau là thiên mệnh
Anh đã có mọi thứ anh mong nhưng chẳng thể giữ em bên mình
Gió cuốn trái tim hững hờ mơ thời giờ quẩn quanh
Em chẳng có mong đợi gì, mong chờ gì từ anh
 
Bridge:
Khi anh có thứ mình kiếm tìm
Là lúc thiếu vắng em ở bên mình
Vậy thì tìm 1 người xứng đáng kề cạnh, quan tâm trưởng thành
Dành thời gian nhiều hơn chẳng vô tâm như anh
Nếu những nỗi nhớ được coi là 1 sự chân thành
Thì sẽ chẳng có 1 ai yêu em nhiều hơn anh
Dù vạn lời thì cũng thế thôi
tạm thời đến nơi phương trời mới
 
Chorus:
Giấc mơ vỡ đôi bầu trời 1 mình hoang vu
Từng tháng năm cuốn trôi cả cuộc đời nghìn tâm tư
Bởi vì tình yêu chẳng thể ép buộc
muốn chẳng có được
Mộng mơ về đêm chỉ tiếp thêm nỗi buồn
Vì từ đầu anh có gì đâu ngoài những niềm đau là thiên mệnh
Anh đã có mọi thứ anh mong nhưng chẳng thể giữ em bên mình
Gió cuốn trái tim hững hờ mơ thời giờ quẩn quanh
Em chẳng có mong đợi gì, mong chờ gì từ anh
Tiếc chân thành
",0OB5hTu7ELKeVoD6JVRo6m
trạm dừng chân.mp3,neutral,0.0215,0.3059,534.0,0.2903,155.0,161.0,17.0,"Giờ thì còn điều gì
Ngoài trừ ngàn nhung nhớ
Người thì về bỏ lại
Bầu trời nhìn xác xơ
Cả cuộc đời này
Còn nhỏ dại và giấc mơ
Mà em đâu có hay
Đâu biết chăng nơi này
Ngày nào mình vẫn còn
Tựa đầu rồi nắm tay
Vậy mà tình chỉ là
Kỉ niệm thời đắm say
Mất em
Cơn đau anh đâu tính ngày
Đâu ai làm sai
Nhưng ta lại không gần nhau
Em nghe gì không
Nhịp tim này không còn đau
Đâm sâu thật sâu
Thật ra là không cần khâu
Em dạy anh phải yêu thật lâu
Mà khi rời xa lại không lần lau
Anh thấy sao không em
Giấu cho ai xem
Năm tháng đi bên nhau
Cô đơn anh khóc trên vai em
Đôi khi anh trách em sao đây
Sống ra sao đây
Anh đâu có biết em đâu tha thiết
Hôm nay em giết anh cao tay
Thật lòng mình đi à
Như dừng chân
Đôi khi em luyến lưu gì
Dư tình thân
Em tô thêm nét nhu mì
Cho vào thân mong thời cơ đến khi
I ì i í i ì i í
I ì i í i ì í i ì
Em rời đi
Đã trong suy đoán anh mà
Chỉ là anh không tin
Nó đến nhanh và
Yêu và yêu nhưng thôi giờ ta
Á a à a á a
Giờ thì còn điều gì
Ngoài trừ ngàn nhung nhớ
Người thì về bỏ lại
Bầu trời nhìn xác xơ
Cả cuộc đời này
Còn nhỏ dại và giấc mơ
Mà em đâu có hay
Đâu biết chăng nơi này
Ngày nào mình vẫn còn
Tựa đầu rồi nắm tay
Vậy mà tình chỉ là
Kỉ niệm thời đắm say
Mất em
Cơn đau anh đâu tính ngày
Cố giấu nước mắt quên em đi
Quên em đi quên em đi
Những vết cắt trên đôi mi
Trên đôi mi trên đôi mi
Đã biết chắc nên chia ly
Nên chia ly nên chia ly
Đâu tiếc thương nữa chi
Điều ngọt ngào mình quên đi em
Đâu bận tâm cơn đau
Giày xéo tim gan
Mang hình xăm đêm đêm
Cày nát tâm can
Em bỏ quên trần gian rồi
Rồi em ở đâu rồi
Em ở đâu rồi em ở đâu rồi
Em ở đâu rồi em ơi
Cố giấu nước mắt quên anh đi
Quên anh đi quên anh đi
Những vết cắt trên đôi mi
Trên đôi mi trên đôi mi
Đã biết chắc nên chia ly
Nên chia ly nên chia ly
Đâu tiếc thương nữa chi
Giờ thì còn điều gì
Ngoài trừ ngàn nhung nhớ
Người thì về bỏ lại
Bầu trời nhìn xác xơ
Cả cuộc đời này
Còn nhỏ dại và giấc mơ
Mà em đâu có hay
Đâu biết chăng nơi này
Ngày nào mình vẫn còn
Tựa đầu rồi nắm tay
Vậy mà tình chỉ là
Kỉ niệm thời đắm say
Mất em
Cơn đau anh đâu tính ngày
Cố giấu nước mắt quên em đi
Quên em đi quên em đi
Những vết cắt trên đôi mi
Trên đôi mi trên đôi mi
Đã biết chắc nên chia ly
Nên chia ly nên chia ly
Đâu tiếc thương nữa chi
Điều ngọt ngào mình quên đi em
Cố giấu nước mắt quên em đi
Quên em đi quên em đi
Những vết cắt trên đôi mi
Trên đôi mi trên đôi mi
Đã biết chắc nên chia ly
Nên chia ly nên chia ly
Đâu tiếc thương nữa chi
Điều ngọt ngào mình quên đi em",2LFIRb0QGk7fylgT70idKy
Yêu Một Người Có Lẽ.mp3,positive,0.2381,0.2394,515.0,0.301,132.0,181.0,22.0,"Bài Hát: Yêu Một Người Có Lẽ
Ca sĩ: Miu Lê ft. Lou Hoàng
Giả vờ như tất cả mọi thứ
Chưa xảy ra với anh
Lập lờ những thứ
Ngay trước mắt
Anh chẳng cần so sánh
Nụ cười khi ấy
Giờ đã khác
Trôi về nơi rất xa
Ánh mắt cũng thật lạ
Nhìn thật khác
Với những ngày qua
Tiếng nói yêu anh
Yêu anh buông lơi
Không tồn tại nơi đây
Ký ức bên em bên em
Chơi vơi trôi dần xa nơi đây
Điều gì đến
Rồi sẽ đến
Rồi sẽ đến
Trái tim em giờ đây
đang quan tâm về một ai khác
Nước mắt còn rơi mãi
Chẳng nhòa đi vết son
Giá như một cơn gió
Cuốn trôi đi bóng hình đó
Và có khi chẳng thể
Biết rằng là
Nơi phía sau vẫn luôn có anh
Vẫn luôn có anh
âm thầm đứng gượng cười
Yêu một người có lẽ
Chỉ cần cho hết đi
Ngắm nụ cười hạnh phúc
Vô tư không sầu bi
Trái tim chẳng thể
Giữ lý trí
Kết thúc đi những giấc mơ
Người cố chấp
Luôn là anh
Luôn là anh
Vẫn luôn là anh
Khoảng cách giờ đây
đang lớn dần thêm
Từ nay chẳng có ngày mai
Chẳng trách giờ đây
Em đã vội quên
Say đắm nơi ấy cùng ai
Cố nuối tiếc
Cũng chẳng được gì
Cố níu kéo
Cũng chẳng được gì
Anh là anh
Em vẫn là em
Nhưng không là của nhau nữa rồi
Vậy đi từ nay
Chẳng có hồi âm
Chẳng còn lời nào cho nhau
Thôi bận tâm
Anh không cần đâu
Giọt lệ này tự mình anh lau
Đừng nên cố níu giữ
Nhớ nhung mệt nhoài
Đã quá trễ
để quay trở lại
Trái tim em
Giờ đang nhớ ai
Nước mắt còn rơi mãi
Chẳng nhòa đi vết son
Giá như một cơn gió
Cuốn trôi đi bóng hình đó
Và có khi chẳng thể
Biết rằng là
Nơi phía sau vẫn luôn có anh
Vẫn luôn có anh
âm thầm đứng gượng cười
Yêu một người có lẽ
Chỉ cần cho hết đi
Ngắm nụ cười hạnh phúc
Vô tư không sầu bi
Trái tim chẳng thể
Giữ lý trí
Kết thúc đi những giấc mơ
Người cố chấp
Luôn là anh
Luôn là anh
Vẫn luôn là anh
Giờ mai
Trôi nhoà đi vết son
Yêu một người có lẽ
Là cho hết đi
Nước mắt còn rơi mãi
Chẳng nhòa đi vết son
Giá như một cơn gió
Cuốn trôi đi bóng hình đó
Và có khi chẳng thể
Biết rằng là
Nơi phía sau vẫn luôn có anh
Vẫn luôn có anh
âm thầm đứng gượng cười
Yêu một người có lẽ
Chỉ cần cho hết đi
Ngắm nụ cười hạnh phúc
Vô tư không sầu bi
Trái tim chẳng thể
Giữ lý trí
Kết thúc đi những giấc mơ
Người cố chấp
Luôn là anh
Luôn là anh
Vẫn luôn là anh
Nước mắt còn rơi mãi
Chẳng nhòa đi vết son
Giá như một cơn gió
Cuốn trôi đi bóng hình đó
Và có khi chẳng thể
Biết rằng là
Nơi phía sau vẫn luôn có anh
Vẫn luôn có anh
âm thầm đứng gượng cười
Yêu một người có lẽ
Chỉ cần cho hết đi
Ngắm nụ cười hạnh phúc
Vô tư không sầu bi
Trái tim chẳng thể
Giữ lý trí
Kết thúc đi những giấc mơ
Người cố chấp
Luôn là anh
Luôn là anh
Vẫn luôn là anh
Mưa rơi mãi
Trôi nhẹ đi vết son
Yêu một người có lẽ
Là cho hết đi",2o4dDfLK6NVI7TjBm5VoMv
đa nghi.mp3,neutral,0.0619,0.1749,576.0,0.3733,167.0,189.0,8.0,"Chẳng biết phải cố để làm chi
Anh nghĩ tình ta tới đây thôi
Vì bao năm qua
Em chẳng hề thay đổi
Khóc hết nước mắt nơi làn mi
Bao nhiêu lời than trách trên môi
Vì em luôn cho rằng
Anh toàn nói dối
Trao em biết bấy nhiêu thời gian
Nhưng em chẳng xem đó là vàng
Tự cho rằng em
Đã luôn phải đơn côi
I was callin' you all the time
Ngay cả khi đang đi làm
Chỉ vì biết cái tính
Của em hay dỗi hờn
Xé đôi mình xé đôi
Thà là anh tự giam mình
Trong một góc tối
Em bé ơi mồm bé thôi
Giờ thì em lại muốn gì
Cứ than phiền cứ phát điên
Chẳng thèm nghe một câu giải thích gì
Cứ đa nghi cứ nghĩ suy
Baby girl hãy nhớ
Anh đã dành cho em biết bao điều
Từng phút chăm sóc nâng niu
Đừng biến anh thành
Một kẻ thật tồi nhất trên trần đời
Vì không là anh
Sẽ chẳng có ai thế thay
Em cho anh cảm giác bó buộc
Nhiều lần tự mình suy nghĩ
Nên đi tiếp hay là sẽ bỏ cuộc
Chơi vơi trong tình yêu đáng thương này
Nhiều lần đã phải gạt hết
Những cơ hội đến
Cũng chỉ vì em không muốn
Quay con xe về dinh đón em
Vì baby muốn nghe anh
Đàn ca ngay trong đêm
Còn muốn cái gì nữa nhờ
Cho em một cuộc sống ấm êm
Vậy mà cứ đa nghi li ti làm chi
Anh đâu muốn anh phải rời đi đâu
Ngay cả trong giấc mơ
Anh cũng đã sát bên người
Những điều tốt em đâu có nhớ đâu
Trên đầu chỉ có em
Che cả ánh sáng trên trời
Chỉ cần mất tích là em đã phát cáu
Đa nghi chi em ơi
Đa đa đa nghi chi em ơi
Phone không pass không nhìn chống trộm
Baby đa nghi chi em ơi
Cho em lướt một vòng
Trên mess gặp là 30 thằng con trai
Ghen làm chi trong khi anh
Thấy em thả tim mấy anh ngon trai
Xé đôi mình xé đôi
Thà là anh tự giam mình
Trong một góc tối
Bé ơi
Geumanhae
Giờ thì em lại muốn gì
Cứ than phiền cứ phát điên
Chẳng thèm nghe một câu giải thích gì
Cứ đa nghi cứ nghĩ suy
Baby girl hãy nhớ
Anh đã dành cho em biết bao điều
Từng phút chăm sóc nâng niu
Đừng biến anh thành
Một kẻ thật tồi nhất trên trần đời
Vì không là anh
Sẽ chẳng có ai thế thay
Para papa para papa
Em chẳng phải đa nghi
Para papa para papa
Just only you girl
Naleul mid-eojwo
Para papa para papa
Baby girl em chẳng phải nghĩ suy đâu
Para papa para papa
Sẽ chẳng có ai thế thay
Tin anh đi em à
Anh xin lỗi như vậy được chưa
Mà baby hơi quá đà
Anh chẳng muốn ở lại đây nữa
Chẳng biết phải ra sao
Khi em cứ theo sau
Và để lại những cơn đau đầu
Chỉ biết nói ra
Bao cơn đau anh cố giấu
Giờ thì em lại muốn gì
Cứ than phiền cứ phát điên
Chẳng thèm nghe một câu giải thích gì
Cứ đa nghi cứ nghĩ suy
Baby girl hãy nhớ
Anh đã dành cho em biết bao điều
Từng phút chăm sóc nâng niu
Đừng biến anh thành
Một kẻ thật tồi nhất trên trần đời
Vì không là anh
Sẽ chẳng có ai thế thay
Para papa para papa
Em chẳng phải đa nghi
Para papa para papa
Just only you girl
Naleul mid-eojwo
Para papa para papa
Baby girl em chẳng phải nghĩ suy đâu
Para papa para papa
Sẽ chẳng có ai thế thay",5ip4iGkbZNrihMGHAqOgMl
vực thẳm của bình yên.mp3,neutral,-0.1358,0.2334,315.0,0.3683,102.0,86.0,10.0,"Anh khóc vì mình chẳng còn ở bên
Nếu như mà anh có thương anh có đau
Xin em lạnh lùng che giấu
Vì sợ ngày mai mất nhau
Anh trốn ở đâu
Nép sau lưng một ngày thôi em
Mạn phép cho anh lần này
Nhớ em rồi chỉ anh thôi
Đếm từng phút từng phút
Xưa có hai đứa ngồi
Kề vai nhau ánh mắt đôi môi
Giờ ta không chung lối
Em đi rồi sao
Em đi thật sao
Có những ngày
Cùng men say
Uống một chút một chút
Sao chẳng ai lấp đầy
Ngày không em mưa trắng thôi bay
Lòng anh đâu biết mấy
Em đâu ở đây em đâu hề thấy
Anh khóc vì mình chẳng còn ở bên
Nếu như mà anh có thương anh có đau
Xin em lạnh lùng che giấu
Vì sợ ngày mai mất nhau
Anh trốn ở đâu
Nép sau lưng một ngày thôi em
Mạn phép cho anh lần này
Tại vì anh quá khờ
Em đi rồi anh còn thương giờ sao giờ
Anh đâu hề say
Đâu hề hay mình xa từ bao giờ
Gọi thêm vài chai
Chồng thêm vài chai
Hàng mi này cay giờ sao giờ
Dù là đã bao lần nói ra
Ngăn lời làm tổn thương nhau
Nhưng đi sâu bên trong tim ai
Không đâu cố giấu nước mắt rồi gục đầu
Em khỏe không yên bình không
Anh chỉ mong ta ngừng trông
Vì lần này còn điều gì em ơi
Anh khóc vì mình chẳng còn ở bên
Nếu như mà anh có thương anh có đau
Xin em lạnh lùng che giấu
Vì sợ ngày mai mất nhau
Anh trốn ở đâu
Nép sau lưng một ngày thôi em
Mạn phép cho anh lần này
Anh khóc vì mình chẳng còn ở bên
Nếu như mà anh có thương anh có đau
Xin em lạnh lùng che giấu
Vì sợ ngày mai mất nhau
Anh trốn ở đâu
Nép sau lưng một ngày thôi em
Mạn phép cho anh lần này",6O7qAKr3OBNcQVSRMs0USA
Cá Tính.mp3,positive,0.4124,0.1766,453.0,0.4437,134.0,131.0,23.0,"Hôm nay em không không không biết biết biết cần làm sao đây
Tâm tư như đi trên giây,
thôi chết thôi làm sao thế này
Thấm giữa cửa còng ngày bản hỏi này sao mà cứ như vậy
Bởi vì mình thích làm điều mình muốn, cái O.T.X
Lập dịch con nước tên mà phết xuống
Em đang nơi đâu mà sao không thấy
Nói chung là em đang chạy nhảy ở nơi phương xa
Con thích sao em đi đâu đấy
Đang chôn tránh khỏng đời bốn ba
Mới lên tìm đâu xa, một cô toan nữ thích ta
Lấy tim đổi lắm qua, và biết nên phải cố gắng
Yeah, uu, voilà, có cảnh
Em thì có cánh
Như là ngư dân chúng mánh
Đây là, đây là, tận có anh
Thôi ha, thương anh ơi anh mà
Thôi ha, em nay thích la cà
Đây là đừng còn nóng, đây là đừng còn chắc
Baby I can feel you dần
Như hờn, nhưng có anh à
Sẵn bấy lứa bên cạnh người anh thầm,
anh thấu Mới biết rằng,
em vẫn luôn là em,
K.O.T.E.X
Dạo này nhìn em khu phết,
tầm giờ này thấy em mệt,
mà dần lại thấy vui,
K.O.T.E.X
Muốn làm những gì em muốn không ai cần em lại,
vì đó là cảm tính của em
Oh oh,
how nice,
feel like,
không như bình thường Nói nữa,
thức giấc,
cảm xúc,
bình phương
Cảm nhận, năng lượng, không cần, nhịp gương
Cho em thêm 5 phút bên người mình thương
Mấy ngày tới tháng must be on time
Lên hẹn lại, lái lại em yên tâm
Tập trung về chính mình, không cần đình đám
Em vẫn nghe ngang nhạc, cause you know
Lại thêm một chú kỳ vui vẻ hát
Thì it's a K.O.T.E.X time
Lại thêm một chú kỳ vui vẻ hát
Thì chăm K.O.T.E.X time
Lại thêm một chú kỳ không lắng lo
Thì chỉ em vibe bên center you have
Lại thêm một chú kỳ vui vẻ hát
Thì chăm K.O.T.E.X time
Với loài đồng trẻ mát,
bông em đang hình trôi chát
Lông đâu còn mau đôi mắt,
bông kia bên em có text box
Baby I can feel you dần nhu hần
Nhưng có ai ngờ
Rằng bấy lâu bên cạnh người anh thầm
Anh thấu mới biết rằng
Em vẫn luôn là em
K.O.T.E.X
Sao này nhìn em khu phết
Tầm giờ này thấy em mệt
Mà dần lại thấy vui
K.O.T.E.X
Muốn làm những gì em muốn không ai
ngần em lại Vì đó là cá tính của em
Vì đó là cá tính của em
Lại thêm một chú kỳ vui vẻ hát Thì chăm K.O.T.E.X time
Vì đó là cá tính của em
K.O.T.E.X Sao này nhìn em khu phết Tầm giờ này thấy em mệt
Mà dần lại thấy vui K.O.T.E.X
Muốn làm những gì em muốn không ai ngần em lại
Vì đó là cá tính của em",0cVITkMNlUbTiJrsgl6DPm
hoa bất tử.mp3,neutral,0.1176,0.2012,140.0,0.7143,48.0,31.0,10.0,"Hỡi giữa nhân gian còn có ai thật lòng
Sao lại để cho em mãi cô phòng
Sau tất cả đau thương em chỉ muốn sống yên bình 
Vì 10 năm qua em đâu sống cho mình

lỡ trao con tim cho một kẻ dối gian
Mà em đành chịu thanh xuân nhiều trái ngang    
Em giống số mệnh của những loài hoa bất tử
Mạnh mẽ che đậy nỗi đau ở quá khứ

Em chỉ có một lần để sống 
Nên đừng để nỗi sầu chất đống
Phải vẽ cuộc đời của em như những đóa hồng

Những tổn thương chỉ là dấu vết 
Thương bản thân em rồi sẽ hết
10 năm đối với em tôi là cả cuộc đời

Đôi mắt em quá đẹp nên chẳng 
Để nước mắt rơi vì cay đắng
Làm sao để quay lại như những thời trinh trắng
Chiếc thuyền bị sóng vỗ
Em đã nếm trải nhiều bão tố
Giờ nên sống cho tương lai không phải đau khổ
",3lotckWqqycAqYCGan0zZe
Đại Lộ Mặt Trời.mp3,neutral,0.0556,0.2609,249.0,0.5743,68.0,70.0,17.0,"Đại lộ mặt trời
Một ngày chẳng còn mây kéo về
Nhìn lại từ đầu
Và mình vùi sâu trong cơn ngủ mê
Muốn cho thời gian trôi thật nhanh để quên đi
Ta nhớ thêm để làm gì

Vì đường còn dài
Mình chờ một ngày mai thức dậy
Chẳng còn mệt nhoài
Và nụ cười em yêu vẫn còn đây
Những ước mơ ngày xanh chưa thành câu chuyện về nhau

Mãi đứng yên ở đằng sau

Đoạn đường ngày nào mình đi qua
Giờ đã hoá những cơn mưa buốt giá
Rơi xuống nơi đôi mắt ai sau một đêm thật dài

Chorus
Anh đã đánh mất ánh dương vào một ngày đẹp tươi đến thế
Đã cố níu giữ nhưng không tìm lại được vòng tay này ấm êm

Cơn bão kéo qua đây vào một ngày
Cuốn đi cuộc tình này để ta đứng nơi ấy bơ vơ

Anh đã đánh mất khúc ca chờ ngày được hòa cùng ánh sáng

Xin lỗi vì đã đánh rơi nụ cười thật hiền này thật dễ dàng
Và nếu có thể quay lại từ đầu
Có kịp giữ lấy nhau khi màn đêm buông dần
Cho anh vẫn nhìn thấy em thật gần

Verse
Đại lộ mặt trời
Từ ngày mình xa nhau vẫn vậy
Từng ngày tuyệt vời
Ngày mình còn vui sao chẳng còn thấy

Vẫn những vòng xoay sao giờ đây chỉ mình anh
Cố phóng xe đi thật nhanh

Pre2
Đoạn đường ngày nào mình đi qua
Giờ đã hoá những cơn mưa buốt giá
Ta đứng giữa những ngã tư nơi thời gian ngừng lại

Chorus x2",0RRaMSF6sPNAvMTntUiv8m
